1;Grodzisko/ 3 MAJA, Dπbrowskiego;14;"Umocnienia Grodziska wraz z elementami strukturalnymi (majdan fortu Grodzisko, Bastion Jerozolimski, Wysokie Czolo Kurkowe, Wysokie Skrzyd≥o Kurkowe,. Niskie Czolo Kurkowe, Luneta Senarmomt""a, Zbrojownia";474
6091;TRAUGUTTA Romualda ;23;dom;
6092;TRAUGUTTA Romualda ;25;dom;
6093;TRAUGUTTA Romualda ;27;dom;
6094;TRAUGUTTA Romualda ;45;zespÛ≥ Domu Pogrzebowego (kaplica, krematorium, kostnica, budynek gospodarczy, budynek mieszkalny, toalety);1580
6095;TRAUGUTTA Romualda ;49;dom;
6096;TRAUGUTTA Romualda ;66;dom;
6097;TRAUGUTTA Romualda ;72;dom;
6098;TRAUGUTTA Romualda ;78;dom;
6099;TRAUGUTTA Romualda ;80;dom;
6100;TRAUGUTTA Romualda ;80;dom;
6101;TRAUGUTTA Romualda ;81;dom;
6102;TRAUGUTTA Romualda ;81;budynek gospodarczy;
6103;TRAUGUTTA Romualda ;86;dom;
6104;TRAUGUTTA Romualda ;90;dom;
6105;TRAUGUTTA Romualda ;91;dom;
6106;TRAUGUTTA Romualda ;93;dom;
6107;TRAUGUTTA Romualda ;94;zespÛ≥ dworsko-parkowy Studzienka (DwÛr úw. ZdrÛj): dwÛr, stajnia, budynek gosp., ogrÛd z grotπ, ≥awka i kolumnπ;769
6108;TRAUGUTTA Romualda ;95;dom;
6109;TRAUGUTTA Romualda ;100;dom;
6110;TRAUGUTTA Romualda ;107;dom;
6111;TRAUGUTTA Romualda ;109;budynek przemys≥owy;
6112;TRAUGUTTA Romualda ;109;bud. biurowy.;
6113;TRAUGUTTA Romualda ;111;hotel ;
6114;TRAUGUTTA Romualda ;111;drugi budynek;
6115;TRAUGUTTA Romualda ;119;dom;
6116;TRAWKI ;1-7;dom w zespole;
6117;TRAWKI ;2-8;dom w zespole;
6118;TRUBADUR”W;11;dom;
6119;TRUBADUR”W;21;dom;
6120;TRUBADUR”W;23;dom;
6121;TURYSTYCZNA;03;dom;
6122;TURYSTYCZNA;05;dom, us≥ugi;
6123;TURYSTYCZNA;07;dom, ;
6124;TURYSTYCZNA;12;dom;
6125;TURYSTYCZNA;15;dom;
6126;TURYSTYCZNA;16;dom ;
6127;TURYSTYCZNA;17;dom;
6128;TURYSTYCZNA;18;piekarnia;
6129;TURYSTYCZNA;20;dom ;
6130;TURYSTYCZNA;22;dom ;
6131;TURYSTYCZNA;24;dom;
6132;TURYSTYCZNA;26;dom  ;
6133;TURYSTYCZNA;30;dom;
6134;TURYSTYCZNA;32;dom mieszkalno-gospodarczy;
6135;TURYSTYCZNA;92;dom mieszkalno-gospodarczy;
6136;TURYSTYCZNA;140;dom;
6137;TURYSTYCZNA;160;dom;1908
6138;TUWIMA Juliana;01;dom;
6139;TUWIMA Juliana;02/4;dom;
6140;TUWIMA Juliana;03;dom;
6141;TUWIMA Juliana;05;dom;
6142;TUWIMA Juliana;06;dom;
6143;TUWIMA Juliana;08;dom;
6144;TUWIMA Juliana;10;dom;
6145;TUWIMA Juliana;14;dom;
6146;TUWIMA Juliana;19;dom;
6147;TUWIMA Juliana;21;dom;
6148;TUWIMA Juliana;23;dom;
6149;TUWIMA Juliana;24;dom;
6150;TUWIMA Juliana;25;dom;
6151;TUWIMA Juliana;26;dom;
6152;TUWIMA Juliana;27;dom;
6153;TUWIMA Juliana;28;dom;
6154;TUWIMA Juliana;29;dom;
6155;TUWIMA Juliana;32;dom;
6156;TUWIMA Juliana;39;dom;
6157;U FURTY ;3;ZespÛ≥ szpitala úw. Ducha ( prezbiterium, fasada koúcio≥a szpitalnego);464
6158;UBOCZE;4;dom;
6159;UBOCZE;5;dom;
6160;UBOCZE;5;dom;
6161;UBOCZE;6;dom;
6162;UBOCZE;22;dom;
6163;UCZNIOWSKA;;wieøa ciúnieÒ ko≥o wiaduktu;
6164;UCZNIOWSKA;7;dom;
6165;UCZNIOWSKA;9;dom;
6166;UCZNIOWSKA;11;dom;
6167;UCZNIOWSKA;15;dom;
6168;UCZNIOWSKA;17;dom;
6169;UCZNIOWSKA;19/19A;dom;
6170;UCZNIOWSKA;21;dom;
6171;UCZNIOWSKA;22;szko≥a;
6172;UCZNIOWSKA;23 A/23 B;dom w zespole;
6173;UCZNIOWSKA;23 E/23 F;dom w zespole;
6174;UCZNIOWSKA;25 A/25 B;dom w zespole;
6175;UCZNIOWSKA;27;dom;
6176;U£A—SKA;11;dom;
6177;U£A—SKA;13;dom;
6178;U£A—SKA;15;dom;
6179;Umocnienia Biskupiej GÛrki;;Reduta Biskupiej GÛrki;
6180;Umocnienia Biskupiej GÛrki;;Bastion Zbawiciela;
6181;Umocnienia Biskupiej GÛrki;;Bastion Poúredni;
6182;Umocnienia Biskupiej GÛrki;;Bastion OstrorÛg;
6183;Umocnienia Biskupiej GÛrki;;Bastion Vigillance;
6184;Umocnienia Biskupiej GÛrki;;Luneta Caferellego;
6185;Umocnienia Biskupiej GÛrki;;Luneta Delzous;
6186;Umocnienia Biskupiej GÛrki;;Ravelin OstrorÛg Poúredni;
6187;UPHAGENA Jana;2;dom;
6188;UPHAGENA Jana;3;dom;
6189;UPHAGENA Jana;4;dom;
6190;UPHAGENA Jana;5;dom;
6191;UPHAGENA Jana;6;dom;
6192;UPHAGENA Jana;7;dom;
6193;UPHAGENA Jana;8;dom;
6194;UPHAGENA Jana;9;dom;
6195;UPHAGENA Jana;10;dom;
6196;UPHAGENA Jana;11;dom;
6197;UPHAGENA Jana;12;dom;
6198;UPHAGENA Jana;13;dom;
6199;UPHAGENA Jana;14;dom;
6200;UPHAGENA Jana;15;dom;
6201;UPHAGENA Jana;16;dom;
6202;UPHAGENA Jana;17;dom;
6203;UPHAGENA Jana;18;dom;
6204;UPHAGENA Jana;19;dom;
6205;UPHAGENA Jana;20;dom;
6206;UPHAGENA Jana;21;dom;
6207;UPHAGENA Jana;22;dom;
6208;UPHAGENA Jana;23;willa R. Patschkego;988
6209;UPHAGENA Jana;25;dom;
6210;UPHAGENA Jana;26/28;dom;
6211;UPHAGENA Jana;30;dom;
6212;UPHAGENA Jana;31;dom;
6213;UPHAGENA Jana;32;dom;
6214;UROCZA;1;dom w zespole;
6215;UROCZA;2;dom w zespole;
6216;UROCZA;3;dom w zespole;
6217;UROCZA;4;dom w zespole;
6218;UROCZA;5;dom w zespole;
6219;URWISTA;1;dom;
6220;URWISTA;2;dom;
6221;URWISTA;7;dom;
6222;URWISTA;9;dom;
6223;URWISTA;17;dom w zagrodzie;280
6224;URWISTA;25;dom;
6225;URWISTA;29;dom;
6226;URWISTA;37;dom;
6227;UZDROWISKOWA;1;dom;
6228;UZDROWISKOWA;2;dom;
6229;UZDROWISKOWA;5;dom;
6230;UZDROWISKOWA;5 A;dom;
6231;UZDROWISKOWA;7;dom;
6232;UZDROWISKOWA;8;dom;
6233;UZDROWISKOWA;9;dom;
6234;UZDROWISKOWA;11;dom;
6235;UZDROWISKOWA;12;dom;
6236;UZDROWISKOWA;15;dom;
6237;UZDROWISKOWA;21;dom;
6238;UZDROWISKOWA;23;dom;
6239;UZDROWISKOWA;25;dom;
6240;VII DwÛr ;1;dom;
6241;VII DwÛr ;4A;dom;
6242;VII DwÛr ;5/5A;dom;
6243;VII DwÛr ;6/6A;dom;
6244;WAGNERA;18/20;dom;
6245;WAGNERA;46/48;dom;
6246;WAJDELOTY;1;kamienica;
6247;WAJDELOTY;2;kamienica;
6248;WAJDELOTY;3;kamienica;
6249;WAJDELOTY;4;kamienica;
6250;WAJDELOTY;5;kamienica;
6251;WAJDELOTY;6;kamienica;
6252;WAJDELOTY;7;kamienica;
6253;WAJDELOTY;8;kamienica;
6254;WAJDELOTY;9;kamienica;
6255;WAJDELOTY;10;kamienica;
6256;WAJDELOTY;11;kamienica;
6257;WAJDELOTY;12/13;"zespÛ≥ dworsko-parkowy ""Kuüniczki"" ( dwÛr,pawilon parkowy, park)";1109
6258;WAJDELOTY;14;kamienica;
6259;WAJDELOTY;15B;kamienica;
6260;WAJDELOTY;16;kamienica;
6261;WAJDELOTY;17;kamienica;
6262;WAJDELOTY;18;kamienica;
6263;WAJDELOTY;19;kamienica;
6264;WAJDELOTY;20;kamienica;
6265;WAJDELOTY;21;kamienica;
6266;WAJDELOTY;22;kamienica;
6267;WAJDELOTY;23;kamienica;
6268;WAJDELOTY;24;kamienica;
6269;WAJDELOTY;25;kamienica;
6270;WAJDELOTY;26;kamienica;
6271;WAJDELOTY;27;kamienica;
6272;WAJDELOTY;28;kamienica;
6273;WAJDELOTY;29;kamienica;
6274;WALLENRODA Konrada;1;dom;
6275;WALLENRODA Konrada;2;dom;
6276;WALLENRODA Konrada;3;dom;
6277;WALLENRODA Konrada;4;dom;
6278;WALLENRODA Konrada;5;dom;
6279;WALLENRODA Konrada;6;dom;
6280;WALLENRODA Konrada;7;dom;
6281;WALLENRODA Konrada;8;dom;
6282;WALLENRODA Konrada;9;dom;
6283;WALLENRODA Konrada;10;dom;
6284;WALLENRODA Konrada;11;dom;
6285;WALLENRODA Konrada;11 A;dom;
6286;WALLENRODA Konrada;12;dom;
6287;WALLENRODA Konrada;12 A;dom;
6288;WALLENRODA Konrada;13;dom;
6289;WALLENRODA Konrada;14;dom;
6290;WALLENRODA Konrada;15;dom;
6291;WALLENRODA Konrada;16;dom;
6292;WALLENRODA Konrada;17;dom;
6293;WALLENRODA Konrada;18-24;dom;
6294;WALLENRODA Konrada;25-31;dom;
6295;WA£OWA;15;Biblioteka GdaÒska PAN;1577
6296;WA£OWA;16;dom;
6297;WA£OWA;17;zespÛl d. budynkÛw wojskowych (Bekleidungsamt), ogrodzenie ;
6298;WA£OWA;19;zespÛl d. budynkÛw wojskowych (Bekleidungsamt), ogrodzenie ;
6299;WA£OWA;21;zespÛl d. budynkÛw wojskowych (Bekleidungsamt), ogrodzenie ;
6300;WA£OWA;23;zespÛl d. budynkÛw wojskowych (Bekleidungsamt), nastÍpnie Dom Polski, ob.. Schronisko M≥odzieøowe ;
6301;WA£OWA;26;zespÛl d. budynkÛw wojskowych (Bekleidungsamt), ogrodzenie ;
6302;WA£OWA;27;kamienica;
6303;WA£OWA;28;Budynek dawnej kasy chorych, ob.. Przychodnia;
6304;WA£OWA;46-50;budynek d. szpitala úw. Jakuba;
6305;WA£OWA;46-50;d. koszary artyleryjskie, zespÛ≥ stajni, budynek 1;
6306;WA£OWA;46-50;d. koszary artyleryjskie, zespÛ≥ stajni, budynek 2;
6307;WA£Y JAGIELLO—SKIE;1;d. zespÛ≥ Komendantury Garnizonu Pruskiego - budynek g≥Ûwny (Biuro Rady Miasta GdaÒska, d. klub ØAK);600
6308;WA£Y JAGIELLO—SKIE;1;d. zespÛ≥ Komendantury Garnizonu Pruskiego - stajnia ob..budynek. biurowy, park, mur ceglany);600
6309;WA£Y JAGIELLO—SKIE;;Brama Wyøynna;451
6310;WA£Y JAGIELLO—SKIE;2/4;"d.DOM Meblowy, nastepnie d. budynek PLL ""LOT"": ";
6311;WA£Y JAGIELLO—SKIE;38;dawny sierociniec - portal i kamieniarka szczytu;434
6312;PODWALE GRODZKIE;;d. Hotel Monopol;
6313;WA£Y PIASTOWSKIE;1;Wieøowiec Centralnego Oúrodka Konstrukcyjno Badawczego tzw. Zieleniak;
6314;WA£Y PIASTOWSKIE;;d. przystanek tramwajowy, ob. szalet miejski;
6315;WA£Y PIASTOWSKIE;5;Archiwum PaÒstwowe (drugi budynek);
6316;WA£Y PIASTOWSKIE;5;Archiwum PaÒstwowe, ogrodzenie;
6317;WA£Y PIASTOWSKIE;6;Szko≥a Realna åw. Piotra, ob.. I LO;1547
6318;WA£Y PIASTOWSKIE;6;Szko≥a Realna åw. Piotra, ob.. I LO, ogrodzenie;1547
6319;WARSZAWSKA;30;dom;
6320;WARSZAWSKA;36;dom;
6321;WARSZAWSKA;52;dom;
6322;WARSZAWSKA;62;dom;
6323;WARSZAWSKA;64;dom;
6324;WARSZAWSKA;66;dom;
6325;WARSZAWSKA;68;dom;
6326;WARTKA;1 ;baszta  £abÍdü ;445
6327;WARTKA;5;zespÛ≥ 3 kamienic, ;1111
6328;WARTKA;8 k.;mur;
6329;WARTKA;8;dwie kamienice ;
6330;WARY—SKIEGO Ludwika;47A/B/C;dom;
6331;WARY—SKIEGO Ludwika;04;dom;
6332;WARY—SKIEGO Ludwika;05;dom;
6333;WARY—SKIEGO Ludwika;06;dom;
6334;WARY—SKIEGO Ludwika;09;dom;
6335;WARY—SKIEGO Ludwika;10;dom;
6336;WARY—SKIEGO Ludwika;11;dom;
6337;WARY—SKIEGO Ludwika;12;dom;
6338;WARY—SKIEGO Ludwika;13;dom;
6339;WARY—SKIEGO Ludwika;17;dom;
6340;WARY—SKIEGO Ludwika;18;dom;
6341;WARY—SKIEGO Ludwika;19;dom;
6342;WARY—SKIEGO Ludwika;20;dom;
6343;WARY—SKIEGO Ludwika;21;dom;
6344;WARY—SKIEGO Ludwika;21;dom;
6345;WARY—SKIEGO Ludwika;22;dom;
6346;WARY—SKIEGO Ludwika;24;dom;
6347;WARY—SKIEGO Ludwika;25;dom;
6348;WARY—SKIEGO Ludwika;30/31;budynek mieszkalny;
6349;WARY—SKIEGO Ludwika;32/33;budynek mieszkalny;
6350;WARY—SKIEGO Ludwika;34;budynek mieszkalny;
6351;WARY—SKIEGO Ludwika;35;budynek mieszkalny;
6352;WARY—SKIEGO Ludwika;36;budynek mieszkalny;
6353;WARY—SKIEGO Ludwika;37;budynek mieszkalny;
6354;WARY—SKIEGO Ludwika;37 A;budynek mieszkalny;
6355;WARY—SKIEGO Ludwika;38;budynek mieszkalny;
6356;WARY—SKIEGO Ludwika;41/42;dom;
6357;WARY—SKIEGO Ludwika;43;dom;
6358;WARY—SKIEGO Ludwika;45B;dom;
6359;WARY—SKIEGO Ludwika;45C;dom;
6360;WARY—SKIEGO Ludwika;46;dom;
6361;WARY—SKIEGO Ludwika;46A;dom;
6362;WARY—SKIEGO Ludwika;46B;dom;
6363;WARY—SKIEGO Ludwika;46C;dom;
6364;WARY—SKIEGO/ Zator-Przytockiego;;dom;
6365;WARZYWNICZA ;1 (1/2 );kamienica;
6366;WARZYWNICZA ;2 (1/2);kamienica;
6367;WARZYWNICZA ;3/4 ;kamienica;
6368;WARZYWNICZA ;9,10 (10 A);kamienica z restauracjπ;
6369;WARZYWNICZA ;11,12 (10 B);kamienica;
6370;WARZYWNICZA ;13 (10 C );kamienica;
6371;WARZYWNICZA ;14 (10 C);kamienica;
6372;WARZYWNICZA ;15 (10 D);kamienica;
6373;WARZYWNICZA ;16, 17 (10 D) ;kamienica;
6374;WARZYWNICZA ;18 (10 E);kamienica;
6375;WARZYWNICZA ;19 (10 E);kamienica;
6376;WASSOWSKIEGO JÛzefa;6;dom;
6377;WASSOWSKIEGO JÛzefa;7;dom ob.. Ø≥obek;
6378;WASSOWSKIEGO JÛzefa;8;dom;
6379;WASSOWSKIEGO JÛzefa;9;dom;
6380;WASSOWSKIEGO JÛzefa;11k.;dom;
6381;WASSOWSKIEGO JÛzefa;11A;oficyna;
6382;WASSOWSKIEGO JÛzefa;11A;budynek gospodarczy;
6383;WASSOWSKIEGO JÛzefa;11A k.;dom;
6384;WASSOWSKIEGO JÛzefa;12/13;dom;
6385;WASSOWSKIEGO JÛzefa;12/13 m.6;garaø;
6386;WASSOWSKIEGO JÛzefa;14;dom;
6387;WASSOWSKIEGO JÛzefa;15;dom;
6388;WASSOWSKIEGO JÛzefa;16;kamienica;1766
6389;WASSOWSKIEGO JÛzefa;17;dom/sklep;
6390;W•SOWICZA Stanis≥awa;1;dom;
6391;W•SOWICZA Stanis≥awa;2;dom;
6392;W•SOWICZA Stanis≥awa;3;dom;
6393;W•SOWICZA Stanis≥awa;5;dom ;
6394;W•SOWICZA Stanis≥awa;6/8/10/12;domy w zespole;
6395;W•SOWICZA Stanis≥awa;7;dom;
6396;W•SOWICZA Stanis≥awa;9;dom;
6397;W•SOWICZA Stanis≥awa;11;dom;
6398;W•SOWICZA Stanis≥awa;13A;dom;
6399;W•SOWICZA Stanis≥awa;15;dom;
6400;W•SOWICZA Stanis≥awa;15;budynek gospodarczy;
6401;WCZASY;1;dom;
6402;WE£NIARSKA;19/20 (20);d. odcinek zach. Muru wysokiego miÍdzy Basztπ S≥omianπ i Dworem Bractwa åw. Jerzego ( ul. D≥ugπ), ;
6403;WE£NIARSKA;19/20 k ;relikty d.Baszty Studziennej;
6404;WE£NIARSKA;(17);dom;
6405;WE£NIARSKA;(14);dom;
6406;WE£NIARSKA;(15);dom;
6407;WE£NIARSKA;(16);dom;
6408;WE£NIARSKA;(18);dom;
6409;WE£NIARSKA;;mur;
6410;WENUS;71;historyczny uk≥ad przestrzenny dawnej zagrody kolonijnej;
6411;WENUS;40;historyczny uk≥ad przestrzenny dawnej zagrody kolonijnej;
6412;WENUS;46, 46 A, 46 B;historyczny uk≥ad przestrzenny dawnej zagrody kolonijnej;
6413;WENUS;50 k.;historyczny uk≥ad przestrzenny dawnej zagrody kolonijnejkapliczka z drzewostanem;
6414;WENUS;54;dom;
6415;WENUS;65;dom;
6416;WENUS;66;dom;
6417;WENUS;67, 67 A;dom;
6418;WESO£A ;2/4;kamienica;
6419;WESO£A ;6/8;kamienica;
6420;WESO£A ;10/12;kamienica;
6421;WESO£A ;14/16;dom;
6422;WESO£A ;18;kamienica;
6423;WESTERPLATTE;;Pole Bitewne z obiektami historycznymi: 1. placÛwka Elektrownia, 2. wartownia nr 3, 3. nowe koszary, 4. placÛwka Fort, 5. wartownia nr 1, 6. schron i wieøa, 7. fundament i wa≥y duøego magazynu am.;1724
6424;WESTERPLATTE;;Pole Bitewne z obiektami historycznymi: A. relikty muru granicznego, B. relikty bramy kolejowej, C. fundament budynku stacji kol., D. kana≥ inspekcyjny, E. wartownia nr 4, F. p≥yta fundamentowa wartowni nr 1, G. dwa magazyny am., H. relikty 5 magazynÛw am.,I. relikty starych koszar, J. relikty kasyna, K.L. relikty willi, M. magazyn paliw, N. falochron oraz teren;1724
6425;WESTERPLATTE;;szaniec mewi: schron nr 2;
6426;WESTERPLATTE;;szaniec mewi: schron nr 3;
6427;WESTERPLATTE;;szaniec mewi: redita;
6428;WESTERPLATTE;;szaniec mewi: remiza;
6429;W GLARSKA;2 (1/4);kamienica ;
6430;W GLARSKA;3 (1/4);kamienica ;
6431;W GLARSKA;4 (1/4);kamienica ;
6432;W GLARSKA;5;kamienica ;
6433;W GLARSKA;6/7 ;kamienica ;
6434;W GORZOWA;2;dom;
6435;W GORZOWA;2;budynek gospodarczy;
6436;W GORZOWA;7;dom;
6437;W GORZOWA;11;b. gospodaczy;
6438;WIELOPOLE;6A;zespÛ≥ zabudowaÒ dawnej fabryki;
6439;WIELOPOLE;6A;dom;
6440;WIENIAWSKIEGO JÛzefa;13/13a/13b;dom/sklep;
6441;WIENIAWSKIEGO JÛzefa;14/14a/14b;dom;
6442;WIENIAWSKIEGO JÛzefa;15/15a/15b;dom/fryzjer;
6443;WIENIAWSKIEGO JÛzefa;16/16a/16b;dom;
6444;WIENIECKA;18;dom;
6445;WIENIECKA;20;dom i drugi budynek;
6446;WIENIECKA;20;trzeci budynek;
6447;WIELKIE M£YNY / NA PIASKACH;;WIELKI M£YN;478
6448;WIERZBOWA;1/2;dom;
6449;WIERZBOWA;3;dom;
6450;WIERZBOWA;4;dom;
6451;WIERZBOWA;5;dom;
6452;WIERZBOWA;7;dom;
6453;WIERZBOWA;8;dom;
6454;WIERZBOWA;9;dom;
6455;WIERZBOWA;10;dom;
6456;WIEØYCKA;40;d. dwÛr Zakoniczyn;
6457;WILE—SKA;1/3;dom bliüniaczy;
6458;WILE—SKA;2/4;budynek mieszkalny;
6459;WILE—SKA;5/7;budynek mieszkalny;
6460;WILE—SKA;6/8;budynek mieszkalny;
6461;WILE—SKA;9/11;budynek mieszkalny;
6462;WILE—SKA;10/12;dom bliüniaczy;
6463;WILE—SKA;13/15;dom bliüniaczy;
6464;WILE—SKA;14;dom;
6465;WILE—SKA;16/18;dom bliüniaczy;
6466;WILE—SKA;17/19;budynek mieszkalny;
6467;WILE—SKA;20/22;dom bliüniaczy;
6468;WILE—SKA;21/23;dom bliüniaczy;
6469;WILE—SKA;24/26;dom bliüniaczy;
6470;WILE—SKA;25/27;dom bliüniaczy;
6471;WILE—SKA;28/30;dom bliüniaczy;
6472;WILE—SKA;29/31;dom bliüniaczy;
6473;WILE—SKA;32/34;dom bliüniaczy;
6474;WILE—SKA;33/35;dom bliüniaczy;
6475;WILE—SKA;36/38;dom bliüniaczy;
6476;WILE—SKA;40/42;dom bliüniaczy;
6477;WILKA-KRZYØANOWSKIEGO p≥k. ;1;dom;
6478;WILKA-KRZYØANOWSKIEGO p≥k. ;3;dom;
6479;WILKA-KRZYØANOWSKIEGO p≥k. ;4-8;Szko≥a Podstawowa nr 66, Liceum nr 9, Gimnazjum nr 1;
6480;WILKA-KRZYØANOWSKIEGO p≥k. ;4-8;(drugi budynek) Szko≥a Podstawowa nr 66, Liceum nr 9, Gimnazjum nr ;
6481;WILKA-KRZYØANOWSKIEGO p≥k. ;5;dom;
6482;WILKA-KRZYØANOWSKIEGO p≥k. ;7;dom;
6483;WILKA-KRZYØANOWSKIEGO p≥k. ;9;dom;
6484;WILKA-KRZYØANOWSKIEGO p≥k. ;11;dom;
6485;WILKA-KRZYØANOWSKIEGO p≥k. ;13;dom;
6486;WILKA-KRZYØANOWSKIEGO p≥k. ;15;dom;
6487;WILKA-KRZYØANOWSKIEGO p≥k. ;17;dom;
6488;WILKA-KRZYØANOWSKIEGO p≥k. ;19;dom;
6489;WILK”W MORSKICH;5;osiedle domkÛw robotniczych Fundacji dr Abegga ;
6490;WILK”W MORSKICH;6;osiedle domkÛw robotniczych Fundacji dr Abegga ;
6491;WILK”W MORSKICH;6 B;osiedle domkÛw robotniczych Fundacji dr Abegga ;
6492;WILK”W MORSKICH;7;osiedle domkÛw robotniczych Fundacji dr Abegga ;
6493;WILK”W MORSKICH;8;osiedle domkÛw robotniczych Fundacji dr Abegga ;
6494;WILK”W MORSKICH;10;osiedle domkÛw robotniczych Fundacji dr Abegga ;
6495;WILK”W MORSKICH;13;osiedle domkÛw robotniczych Fundacji dr Abegga ;
6496;WILK”W MORSKICH;14;osiedle domkÛw robotniczych Fundacji dr Abegga ;
6497;WILK”W MORSKICH;15;osiedle domkÛw robotniczych Fundacji dr Abegga ;
6498;WILK”W MORSKICH;16;osiedle domkÛw robotniczych Fundacji dr Abegga ;
6499;WILK”W MORSKICH;16 A;osiedle domkÛw robotniczych Fundacji dr Abegga ;
6500;WILK”W MORSKICH;16 B;osiedle domkÛw robotniczych Fundacji dr Abegga ;
6501;WILK”W MORSKICH;16 C;osiedle domkÛw robotniczych Fundacji dr Abegga ;
6502;WILK”W MORSKICH;17;osiedle domkÛw robotniczych Fundacji dr Abegga ;
6503;WILK”W MORSKICH;18;osiedle domkÛw robotniczych Fundacji dr Abegga ;
6504;WILK”W MORSKICH;19;osiedle domkÛw robotniczych Fundacji dr Abegga ;
6505;WILK”W MORSKICH;20;osiedle domkÛw robotniczych Fundacji dr Abegga ;
6506;WITA STWOSZA;01;dom;
6507;WITA STWOSZA;02;dom;
6508;WITA STWOSZA;02 A;budynek gospodarczy;
6509;WITA STWOSZA;03;dom;
6510;WITA STWOSZA;04;dom;
6511;WITA STWOSZA;05;dom;
6512;WITA STWOSZA;06;dom;
6513;WITA STWOSZA;09;dom z warsztatem;
6514;WITA STWOSZA;10;dom;
6515;WITA STWOSZA;12;dom;
6516;WITA STWOSZA;14;dom z budynkiem gospodarczym;
6517;WITA STWOSZA;15;dom;
6518;WITA STWOSZA;16;dom;
6519;WITA STWOSZA;17;dom;
6520;WITA STWOSZA;18B/ 18C;budynek mieszkalny;
6521;WITA STWOSZA;20;budynek mieszkalny;
6522;WITA STWOSZA;21;dom;
6523;WITA STWOSZA;22;budynek mieszkalny;
6524;WITA STWOSZA;23;szko≥a;
6525;WITA STWOSZA;23 A;budynek gospodarczy szkoly;
6526;WITA STWOSZA;24;budynek mieszkalny;
6527;WITA STWOSZA;25/27;dom;
6528;WITA STWOSZA;26;budynek mieszkalny;
6529;WITA STWOSZA;36;budynek mieszkalny;
6530;WITA STWOSZA;38;budynek mieszkalny;
6531;WITA STWOSZA;44-42;budynek mieszkalny;
6532;WITA STWOSZA;73 k.;nasyp linii kolejowej pomiÍdzy ulcami Wita Stwosza a Alejπ Grunwaldzkπ;
6533;WITA STWOSZA;75;dom;
6534;WITA STWOSZA;100;willa;
6535;WITA STWOSZA;112/118;zespÛ≥ zajezdni tramwajowej;
6536;WIOS£OWA;3;dom;
6537;WIOS£OWA;8;dom;
6538;WIOS£OWA;9;dom;
6539;WIOS£OWA;11;dom;
6540;WIOS£OWA;16;b. gospodaczy;
6541;WIOS£OWA;17;dom;
6542;WIOS£OWA;18;dom;
6543;WIOS£OWA;26;dom;
6544;WIOS£OWA;29;dom;
6545;WIOS£OWA;30;dom;
6546;WIOS£OWA;35;dom;
6547;WIOS£OWA;37;dom;
6548;WIOS£OWA;37;budynek gospodarczy;
6549;WIOS£OWA;39;dom;
6550;WIOS£OWA;43;dom;
6551;WIOS£OWA;47;dom;
6552;WIOS£OWA;49;dom;
6553;WIOS£OWA;51;dom;
6554;WIOS£OWA;52 k.;dom;
6555;WIOS£OWA;55;dom;
6556;WIOS£OWA;57 A;dom;
6557;WIOS£OWA;65;dom;
6558;WIOS£OWA;65 k.;budynek gospodarczy;
6559;WIOS£OWA;73;dom;
6560;WIOS£OWA;73 k.;budynek gospodarczy;
6561;WIOS£OWA;77;dom;
6562;WIOS£OWA;79;dom;
6563;WIOSNY LUD”W;2;d. Schuitensteg 2, dzia≥ka, budynek przemys≥owy ;
6564;WIOSNY LUD”W;5;kamienica;
6565;WIOSNY LUD”W;3;kamienica;
6566;WIOSNY LUD”W;3;oficyna;
6567;WIOSNY LUD”W;7;kamienica;
6568;WITKIEWICZA stanis≥awa;1;dom;
6569;WITKIEWICZA stanis≥awa;1A;Brama ;
6570;WITKIEWICZA stanis≥awa;3;dom;
6571;WITKIEWICZA Stanis≥awa;4;dom;
6572;WITKIEWICZA Stanis≥awa;5;dom;
6573;WITKIEWICZA Stanis≥awa;6;dom;
6574;W£ADYS£AWA IV;8;dom;
6575;W£ADYS£AWA IV;9;dom;
6576;W£ADYS£AWA IV;9 A;dom;
6577;W£ADYS£AWA IV;10;dom;
6578;W£ADYS£AWA IV;11;dom;
6579;W£ADYS£AWA IV;11;drugi budynek;
6580;W£ADYS£AWA IV;11 A;dom;
6581;W£ADYS£AWA IV;11 B;dom;
6582;W£ADYS£AWA IV;11 C;dom;
6583;W£ADYS£AWA IV;12;dom;
6584;W£ADYS£AWA IV;12 A;zajezdnia tramwajowa;
6585;W£ADYS£AWA IV;12 A;budynek w zespole zajezdni tramw.;
6586;W£ADYS£AWA IV;12 B;budynek w zespole zajezdni tramw.;
6587;W£ADYS£AWA IV;12 C/D/E/F/G;budynek w zespole zajezdni tramw.;
6588;W£ADYS£AWA IV;13;dom;
6589;W£ADYS£AWA IV;13 A;drugi budynek;
6590;W£ADYS£AWA IV;13 B;budynek uøytecznoúci publicznej;
6591;W£ADYS£AWA IV;14;dom;
6592;W£ADYS£AWA IV;15/15 B;dom;
6593;W£ADYS£AWA IV;16 A;dom;
6594;W£ADYS£AWA IV;20;dom;
6595;W£ADYS£AWA IV;21;dom;
6596;W£ASNA STRZECHA;1;Kolonia domÛw robotniczych Fundacji dr Abegga;961
6597;W£ASNA STRZECHA;1A;Kolonia domÛw robotniczych Fundacji dr Abegga;961
6598;W£ASNA STRZECHA;1B/2;Kolonia domÛw robotniczych Fundacji dr Abegga;961
